0.0,0.08314123188844122,2.819842099193151
0.5,0.09009159781316277,2.8077944893389652
1.0,0.09715082314954833,2.796590476382688
1.5,0.1043207652614406,2.7861469918471347
2.0,0.11160329468538882,2.7763912038016203
2.5,0.11900029338277994,2.7672590375822095
3.0,0.12651365282356877,2.7586939365438496
3.5,0.13414527189195705,2.7506458205745683
4.0,0.1418970546041639,2.743070207923373
4.5,0.14977090762826448,2.7359274722539597
5.0,0.15776873759595397,2.729182211992406
5.5,0.1658924481960338,2.7228027132111516
6.0,0.17414393703941786,2.716760490670451
6.5,0.18252509228553704,2.711029894375906
7.0,0.19103778902018412,2.7055877712317113
7.5,0.19968388537510157,2.7004131731748124
8.0,0.20846521837998772,2.6954871046463897
8.5,0.2173835995380874,2.6907923034588945
9.0,0.22644081011716205,2.6863130501012797
9.5,0.23563859614841237,2.682035001333684
10.0,0.24497866312686414,2.677945044588987
10.5,0.25446267040784903,2.6740311702490365
11.0,0.264092225295519,2.670282359319448
11.5,0.27386887682085026,2.666688484405938
12.0,0.28379410920832787,2.6632402222111358
12.5,0.29386933503246765,2.659928976034932
13.0,0.3040958880675463,2.6567468069829103
13.5,0.3144750158363709,2.6536863727735387
14.0,0.32500787186664803,2.650740873191774
14.5,0.3356955076665008,2.6479040013694064
15.0,0.34653886443394183,2.6451699001849116
15.5,0.3575387645186338,2.6425331231711526
16.0,0.3686959026580498,2.639988599400673
16.5,0.38001083701417526,2.6375316018878463
17.0,0.39148398004114854,2.6351577191066964
17.5,0.40311558921869894,2.6328628292742398
18.0,0.4149057576908745,2.630643077093183
18.5,0.42685440485431814,2.628494852685642
19.0,0.4389612669452067,2.6264147724823035
19.5,0.45122588767885097,2.624399661859749
20.0,0.4636476090008061,2.6224465393432705
20.5,0.47622556201308874,2.6205526022138503
21.0,0.4889586581436544,2.6187152133766114
21.5,0.5018455806315699,2.616931889364274
22.0,0.5148847764042249,2.615200289363373
22.5,0.5280744484263598,2.6135182051634334
23.0,0.5414125486035384,2.611883551940217
23.5,0.554896771324858,2.6102943597937633
24.0,0.56852454773104,2.6087487659704047
24.5,0.5822930407945072,2.6072450077053864
25.0,0.5961991412974801,2.6057814156293295
25.5,0.6102394647924653,2.604356407687588
26.0,0.6244103496266409,2.602968483526743
26.5,0.6387078561075348,2.6016162193070533
27.0,0.6531277668819534,2.6002982629037623
27.5,0.6676655885933547,2.5990133294638027
28.0,0.6823165548747481,2.5977601972876707
28.5,0.6970756307247685,2.5965377040091417
29.0,0.7119375183038742,2.5953447430480745
29.5,0.7268966641757337,2.594180260313876
30.0,0.7419472680059175,2.593043251139265
30.5,0.7570832927161378,2.5919327574258455
31.0,0.7722984760776712,2.5908478649846525
31.5,0.7875863437124485,2.589787701056372
32.0,0.8029402234548508,2.588751431997254
32.5,0.8183532610117464,2.5877382611179955
33.0,0.8338184368430228,2.5867474266639463
33.5,0.84932858417007,2.5857781999260094
34.0,0.8648764080056549,2.584829883472494
34.5,0.8804545050856425,2.5839018094930113
35.0,0.8960553845713439,2.5829933382462307
35.5,0.9116714893811354,2.5821038566040033
36.0,0.9272952180016122,2.58123277668495
36.5,0.9429189466220891,2.5803795345711906
37.0,0.9585350514318806,2.57954358910238
37.5,0.9741359309175819,2.5787244207416826
38.0,0.9897140279975696,2.577921530508746
38.5,1.0052618518331544,2.5771344389751016
39.0,1.0207719991602018,2.576362685317787
39.5,1.036237174991478,2.5756058264273007
40.0,1.0516502125483738,2.5748634360662868
40.5,1.0670040922907758,2.574135104075626
41.0,1.0822919599255532,2.573420435624849
41.5,1.0975071432870867,2.5727190505040216
42.0,1.112643167997307,2.572030582454449
42.5,1.1276937718274906,2.5713546785357484
43.0,1.1426529176993503,2.5706909985270032
43.5,1.157514805278456,2.5700392143598907
44.0,1.1722738811284763,2.569399009581799
44.5,1.1869248474098697,2.5687700788471144
45.0,1.201462669121271,2.5681521274349643
45.5,1.2158825798956896,2.567544870791831
46.0,1.2301800863765837,2.5669480340975532
46.5,1.2443509712107592,2.5663613518533364
47.0,1.2583912947057443,2.5657845674904776
47.5,1.2722973952087173,2.5652174329986095
48.0,1.2860658882721845,2.5646597085723326
48.5,1.2996936646783666,2.5641111622751858
49.0,1.313177887399686,2.563571569719974
49.5,1.3265159875768648,2.5630407137645315
50.0,1.3397056595989996,2.5625183842220625
50.5,1.3527448553716546,2.562004377585243
51.0,1.3656317778595701,2.561498496763341
51.5,1.3783648739901357,2.561000550831634
52.0,1.3909428270024184,2.5605103547924664
52.5,1.4033645483243735,2.560027729347313
53.0,1.4156291690580178,2.559552500679275
53.5,1.4277360311489065,2.5590845002454423
54.0,1.43968467831235,2.5586235645786157
54.5,1.4514748467845255,2.558169535097896
55.0,1.463106455962076,2.5577222579276784
55.5,1.4745795989890491,2.557281583724629
56.0,1.4858945333451747,2.5568473675122316
56.5,1.4970516714845907,2.556419468522515
57.0,1.5080515715692826,2.5559977500446163
57.5,1.5188949283367237,2.555582079279821
58.0,1.5295825641365763,2.5551723272027735
58.5,1.5401154201668537,2.554768368428544
59.0,1.5504945479356782,2.5543700810852705
59.5,1.560721100970757,2.55397734669211
60.0,1.5707963267948966,2.5535900500422257
60.5,1.5807215591823742,2.553208079090596
61.0,1.5904982107077057,2.5528313248463896
61.5,1.6001277655953756,2.5524596812697062
62.0,1.6096117728763604,2.552093045172477
62.5,1.6189518398548122,2.551731316123324
63.0,1.6281496258860626,2.5513743963562012
63.5,1.637206836465137,2.5510221906826427
64.0,1.6461252176232368,2.5506746064074504
64.5,1.654906550628123,2.5503315532476662
